Date,Value,Unit
21/05/2024 18:00,80,kWh
21/05/2024 18:30,77.2,kWh
21/05/2024 19:00,75.8,kWh
21/05/2024 19:30,69.6,kWh
21/05/2024 20:00,67,kWh
21/05/2024 20:30,70.2,kWh
21/05/2024 21:00,66.2,kWh
21/05/2024 21:30,68.2,kWh
21/05/2024 22:00,66.2,kWh
21/05/2024 22:30,65.6,kWh
21/05/2024 23:00,65.4,kWh
21/05/2024 23:30,65.2,kWh
22/05/2024 00:00,67,kWh
22/05/2024 00:30,67.4,kWh
22/05/2024 01:00,68.4,kWh
22/05/2024 01:30,68.4,kWh
22/05/2024 02:00,68.6,kWh
22/05/2024 02:30,67.6,kWh
22/05/2024 03:00,67.8,kWh
22/05/2024 03:30,72.2,kWh
22/05/2024 04:00,80,kWh
22/05/2024 04:30,82.8,kWh
22/05/2024 05:00,79.2,kWh
22/05/2024 05:30,81.4,kWh
22/05/2024 06:00,81.4,kWh
22/05/2024 06:30,82,kWh
22/05/2024 07:00,86.2,kWh
22/05/2024 07:30,122.6,kWh
22/05/2024 08:00,121.8,kWh
22/05/2024 08:30,124.8,kWh
22/05/2024 09:00,124.4,kWh
22/05/2024 09:30,127,kWh
22/05/2024 10:00,129,kWh
22/05/2024 10:30,126.8,kWh
22/05/2024 11:00,124.8,kWh
22/05/2024 11:30,123.8,kWh
22/05/2024 12:00,125.4,kWh
22/05/2024 12:30,125.8,kWh
22/05/2024 13:00,126,kWh
22/05/2024 13:30,121,kWh
22/05/2024 14:00,125.4,kWh
22/05/2024 14:30,122.2,kWh
22/05/2024 15:00,124.4,kWh
22/05/2024 15:30,123,kWh
22/05/2024 16:00,119,kWh
22/05/2024 16:30,120.8,kWh
22/05/2024 17:00,116,kWh
22/05/2024 17:30,97.8,kWh
22/05/2024 18:00,85.8,kWh
22/05/2024 18:30,84,kWh
22/05/2024 19:00,80,kWh
22/05/2024 19:30,74.2,kWh
22/05/2024 20:00,67.8,kWh
22/05/2024 20:30,71,kWh
22/05/2024 21:00,68.6,kWh
22/05/2024 21:30,70.4,kWh
22/05/2024 22:00,68,kWh
22/05/2024 22:30,67.4,kWh
22/05/2024 23:00,67.2,kWh
22/05/2024 23:30,65.8,kWh
23/05/2024 00:00,68.6,kWh
23/05/2024 00:30,69.8,kWh
23/05/2024 01:00,71,kWh
23/05/2024 01:30,70.8,kWh
23/05/2024 02:00,70.8,kWh
23/05/2024 02:30,70.2,kWh
23/05/2024 03:00,69.2,kWh
23/05/2024 03:30,73.6,kWh
23/05/2024 04:00,83,kWh
23/05/2024 04:30,81.8,kWh
23/05/2024 05:00,81.4,kWh
23/05/2024 05:30,83.4,kWh
23/05/2024 06:00,81,kWh
23/05/2024 06:30,84.8,kWh
23/05/2024 07:00,94.2,kWh
23/05/2024 07:30,128.6,kWh
23/05/2024 08:00,125.4,kWh
23/05/2024 08:30,125,kWh
23/05/2024 09:00,120.4,kWh
23/05/2024 09:30,121.8,kWh
23/05/2024 10:00,128.8,kWh
23/05/2024 10:30,121,kWh
23/05/2024 11:00,122.4,kWh
23/05/2024 11:30,122.2,kWh
23/05/2024 12:00,114.2,kWh
23/05/2024 12:30,121,kWh
23/05/2024 13:00,117,kWh
23/05/2024 13:30,116,kWh
23/05/2024 14:00,120.2,kWh
23/05/2024 14:30,117.6,kWh
23/05/2024 15:00,118.2,kWh
23/05/2024 15:30,120.6,kWh
23/05/2024 16:00,110.8,kWh
23/05/2024 16:30,115.4,kWh
23/05/2024 17:00,112.6,kWh
23/05/2024 17:30,94,kWh
23/05/2024 18:00,78.2,kWh
23/05/2024 18:30,77.2,kWh
23/05/2024 19:00,77,kWh
23/05/2024 19:30,71,kWh
23/05/2024 20:00,69.4,kWh
23/05/2024 20:30,71.2,kWh
23/05/2024 21:00,69.6,kWh
23/05/2024 21:30,71.4,kWh
23/05/2024 22:00,69.4,kWh
23/05/2024 22:30,68.8,kWh
23/05/2024 23:00,67.4,kWh
23/05/2024 23:30,68.4,kWh
24/05/2024 00:00,68.8,kWh
24/05/2024 00:30,71.8,kWh
24/05/2024 01:00,71.4,kWh
24/05/2024 01:30,71,kWh
24/05/2024 02:00,74.4,kWh
24/05/2024 02:30,73,kWh
24/05/2024 03:00,72.2,kWh
24/05/2024 03:30,74.2,kWh
24/05/2024 04:00,84.598,kWh
24/05/2024 04:30,86.2,kWh
24/05/2024 05:00,83.4,kWh
24/05/2024 05:30,86.8,kWh
24/05/2024 06:00,83.4,kWh
24/05/2024 06:30,85.4,kWh
24/05/2024 07:00,90.4,kWh
24/05/2024 07:30,112.2,kWh
24/05/2024 08:00,121,kWh
24/05/2024 08:30,123.2,kWh
24/05/2024 09:00,117.2,kWh
24/05/2024 09:30,121,kWh
24/05/2024 10:00,121.2,kWh
24/05/2024 10:30,115.6,kWh
24/05/2024 11:00,116.2,kWh
24/05/2024 11:30,115.6,kWh
24/05/2024 12:00,115.8,kWh
24/05/2024 12:30,110,kWh
24/05/2024 13:00,111.2,kWh
24/05/2024 13:30,109.8,kWh
24/05/2024 14:00,113,kWh
24/05/2024 14:30,110,kWh
24/05/2024 15:00,110.6,kWh
24/05/2024 15:30,106.6,kWh
24/05/2024 16:00,97.4,kWh
24/05/2024 16:30,89,kWh
24/05/2024 17:00,80.4,kWh
24/05/2024 17:30,75.4,kWh
24/05/2024 18:00,69.2,kWh
24/05/2024 18:30,68,kWh
24/05/2024 19:00,68.4,kWh
24/05/2024 19:30,67.6,kWh
24/05/2024 20:00,67.8,kWh
24/05/2024 20:30,70,kWh
24/05/2024 21:00,66.8,kWh
24/05/2024 21:30,68.6,kWh
24/05/2024 22:00,67.4,kWh
24/05/2024 22:30,66.4,kWh
24/05/2024 23:00,66.2,kWh
24/05/2024 23:30,65,kWh
25/05/2024 00:00,66.8,kWh
25/05/2024 00:30,73,kWh
25/05/2024 01:00,71.2,kWh
25/05/2024 01:30,70.2,kWh
25/05/2024 02:00,70.2,kWh
25/05/2024 02:30,71.4,kWh
25/05/2024 03:00,71.4,kWh
25/05/2024 03:30,75.2,kWh
25/05/2024 04:00,74.6,kWh
25/05/2024 04:30,74.2,kWh
25/05/2024 05:00,75.6,kWh
25/05/2024 05:30,73.8,kWh
25/05/2024 06:00,71.6,kWh
25/05/2024 06:30,68.4,kWh
25/05/2024 07:00,69.4,kWh
25/05/2024 07:30,69.6,kWh
25/05/2024 08:00,68.6,kWh
25/05/2024 08:30,70.4,kWh
25/05/2024 09:00,70.6,kWh
25/05/2024 09:30,72.8,kWh
25/05/2024 10:00,71.4,kWh
25/05/2024 10:30,70.2,kWh
25/05/2024 11:00,70.2,kWh
25/05/2024 11:30,71.2,kWh
25/05/2024 12:00,68.8,kWh
25/05/2024 12:30,68.6,kWh
25/05/2024 13:00,68.8,kWh
25/05/2024 13:30,69.4,kWh
25/05/2024 14:00,67.8,kWh
25/05/2024 14:30,67.6,kWh
25/05/2024 15:00,69.4,kWh
25/05/2024 15:30,68.4,kWh
25/05/2024 16:00,67.8,kWh
25/05/2024 16:30,68,kWh
25/05/2024 17:00,67.4,kWh
25/05/2024 17:30,69,kWh
25/05/2024 18:00,67.8,kWh
25/05/2024 18:30,68,kWh
25/05/2024 19:00,69.4,kWh
25/05/2024 19:30,68.6,kWh
25/05/2024 20:00,68.6,kWh
25/05/2024 20:30,67.8,kWh
25/05/2024 21:00,69,kWh
25/05/2024 21:30,69.2,kWh
25/05/2024 22:00,69,kWh
25/05/2024 22:30,68.6,kWh
25/05/2024 23:00,67,kWh
25/05/2024 23:30,68.2,kWh
26/05/2024 00:00,68.2,kWh
26/05/2024 00:30,69.4,kWh
26/05/2024 01:00,70.2,kWh
26/05/2024 01:30,70.2,kWh
26/05/2024 02:00,69.4,kWh
26/05/2024 02:30,70,kWh
26/05/2024 03:00,70.6,kWh
26/05/2024 03:30,69.6,kWh
26/05/2024 04:00,73.4,kWh
26/05/2024 04:30,69.8,kWh
26/05/2024 05:00,71.2,kWh
26/05/2024 05:30,71,kWh
26/05/2024 06:00,71.8,kWh
26/05/2024 06:30,69.8,kWh
26/05/2024 07:00,71.2,kWh
26/05/2024 07:30,70.2,kWh
26/05/2024 08:00,70.6,kWh
26/05/2024 08:30,70.2,kWh
26/05/2024 09:00,71.4,kWh
26/05/2024 09:30,71.8,kWh
26/05/2024 10:00,71.6,kWh
26/05/2024 10:30,70.6,kWh
26/05/2024 11:00,69.8,kWh
26/05/2024 11:30,70.8,kWh
26/05/2024 12:00,70.6,kWh
26/05/2024 12:30,71,kWh
26/05/2024 13:00,71.2,kWh
26/05/2024 13:30,69.6,kWh
26/05/2024 14:00,69.4,kWh
26/05/2024 14:30,70.4,kWh
26/05/2024 15:00,70.4,kWh
26/05/2024 15:30,69.4,kWh
26/05/2024 16:00,67.6,kWh
26/05/2024 16:30,71,kWh
26/05/2024 17:00,69,kWh
26/05/2024 17:30,69.4,kWh
26/05/2024 18:00,68.8,kWh
26/05/2024 18:30,71.2,kWh
26/05/2024 19:00,69.4,kWh
26/05/2024 19:30,71.6,kWh
26/05/2024 20:00,69.2,kWh
26/05/2024 20:30,70.4,kWh
26/05/2024 21:00,69.4,kWh
26/05/2024 21:30,70.6,kWh
26/05/2024 22:00,69,kWh
26/05/2024 22:30,70.8,kWh
26/05/2024 23:00,67.4,kWh
26/05/2024 23:30,69,kWh
27/05/2024 00:00,69,kWh
27/05/2024 00:30,72,kWh
27/05/2024 01:00,74.2,kWh
27/05/2024 01:30,74.8,kWh
27/05/2024 02:00,74.4,kWh
27/05/2024 02:30,74,kWh
27/05/2024 03:00,75.2,kWh
27/05/2024 03:30,75,kWh
27/05/2024 04:00,85.6,kWh
27/05/2024 04:30,85.4,kWh
27/05/2024 05:00,86,kWh
27/05/2024 05:30,86.4,kWh
27/05/2024 06:00,84.2,kWh
27/05/2024 06:30,82.6,kWh
27/05/2024 07:00,91.4,kWh
27/05/2024 07:30,100.6,kWh
27/05/2024 08:00,96.6,kWh
27/05/2024 08:30,94.2,kWh
27/05/2024 09:00,92.8,kWh
27/05/2024 09:30,90.2,kWh
27/05/2024 10:00,87.8,kWh
27/05/2024 10:30,80,kWh
27/05/2024 11:00,79,kWh
27/05/2024 11:30,78.4,kWh
27/05/2024 12:00,77.8,kWh
27/05/2024 12:30,78,kWh
27/05/2024 13:00,76.8,kWh
27/05/2024 13:30,78,kWh
27/05/2024 14:00,76.4,kWh
27/05/2024 14:30,73.8,kWh
27/05/2024 15:00,75.6,kWh
27/05/2024 15:30,76.2,kWh
27/05/2024 16:00,76,kWh
27/05/2024 16:30,75.4,kWh
27/05/2024 17:00,72.6,kWh
27/05/2024 17:30,67.8,kWh
27/05/2024 18:00,68,kWh
27/05/2024 18:30,67.4,kWh
27/05/2024 19:00,67.8,kWh
27/05/2024 19:30,67,kWh
27/05/2024 20:00,67.4,kWh
27/05/2024 20:30,65.2,kWh
27/05/2024 21:00,67.4,kWh
27/05/2024 21:30,69,kWh
27/05/2024 22:00,66.4,kWh
27/05/2024 22:30,66.2,kWh
27/05/2024 23:00,65.2,kWh
27/05/2024 23:30,64.6,kWh
28/05/2024 00:00,66.6,kWh
28/05/2024 00:30,70.6,kWh
28/05/2024 01:00,72.2,kWh
28/05/2024 01:30,72.6,kWh
28/05/2024 02:00,71.8,kWh
28/05/2024 02:30,73.2,kWh
28/05/2024 03:00,74,kWh
28/05/2024 03:30,74.4,kWh
28/05/2024 04:00,84.598,kWh
28/05/2024 04:30,85.2,kWh
28/05/2024 05:00,84.2,kWh
28/05/2024 05:30,84.8,kWh
28/05/2024 06:00,81.2,kWh
28/05/2024 06:30,83.2,kWh
28/05/2024 07:00,90.6,kWh
28/05/2024 07:30,106.8,kWh
28/05/2024 08:00,117.2,kWh
28/05/2024 08:30,123,kWh
28/05/2024 09:00,123.2,kWh
28/05/2024 09:30,124.2,kWh
28/05/2024 10:00,116.6,kWh
28/05/2024 10:30,108.2,kWh
28/05/2024 11:00,108.2,kWh
28/05/2024 11:30,108.8,kWh
28/05/2024 12:00,109.2,kWh
28/05/2024 12:30,111.6,kWh
28/05/2024 13:00,117,kWh
28/05/2024 13:30,114,kWh
28/05/2024 14:00,115.2,kWh
28/05/2024 14:30,111,kWh
28/05/2024 15:00,118.2,kWh
28/05/2024 15:30,111.6,kWh
28/05/2024 16:00,111.4,kWh
28/05/2024 16:30,95.8,kWh
28/05/2024 17:00,89.6,kWh
28/05/2024 17:30,79.6,kWh
28/05/2024 18:00,81,kWh
28/05/2024 18:30,79,kWh
28/05/2024 19:00,71.6,kWh
28/05/2024 19:30,69.6,kWh
28/05/2024 20:00,68.6,kWh
28/05/2024 20:30,70.6,kWh
28/05/2024 21:00,66.6,kWh
28/05/2024 21:30,68.4,kWh
28/05/2024 22:00,67,kWh
28/05/2024 22:30,66.8,kWh
28/05/2024 23:00,66,kWh
28/05/2024 23:30,65.8,kWh
29/05/2024 00:00,68.2,kWh
29/05/2024 00:30,69.6,kWh
29/05/2024 01:00,71,kWh
29/05/2024 01:30,71.2,kWh
29/05/2024 02:00,71,kWh
29/05/2024 02:30,70.6,kWh
29/05/2024 03:00,72.2,kWh
29/05/2024 03:30,69.2,kWh
29/05/2024 04:00,81.2,kWh
29/05/2024 04:30,81.6,kWh
29/05/2024 05:00,80,kWh
29/05/2024 05:30,78.6,kWh
29/05/2024 06:00,80,kWh
29/05/2024 06:30,80.8,kWh
29/05/2024 07:00,99,kWh
29/05/2024 07:30,128,kWh
29/05/2024 08:00,125.2,kWh
29/05/2024 08:30,124.8,kWh
29/05/2024 09:00,126.8,kWh
29/05/2024 09:30,122.6,kWh
29/05/2024 10:00,124.4,kWh
29/05/2024 10:30,118.6,kWh
29/05/2024 11:00,117.2,kWh
29/05/2024 11:30,121.2,kWh
29/05/2024 12:00,115.2,kWh
29/05/2024 12:30,112.6,kWh
29/05/2024 13:00,120.6,kWh
29/05/2024 13:30,117,kWh
29/05/2024 14:00,117.4,kWh
29/05/2024 14:30,113.8,kWh
29/05/2024 15:00,116,kWh
29/05/2024 15:30,116,kWh
29/05/2024 16:00,113.6,kWh
29/05/2024 16:30,110.4,kWh
29/05/2024 17:00,106.4,kWh
29/05/2024 17:30,93.8,kWh
29/05/2024 18:00,76.2,kWh
29/05/2024 18:30,74,kWh
29/05/2024 19:00,75.4,kWh
29/05/2024 19:30,69.2,kWh
29/05/2024 20:00,65.8,kWh
29/05/2024 20:30,67.8,kWh
29/05/2024 21:00,69.2,kWh
29/05/2024 21:30,67.4,kWh
29/05/2024 22:00,66.2,kWh
29/05/2024 22:30,65.6,kWh
29/05/2024 23:00,66.4,kWh
29/05/2024 23:30,65,kWh
30/05/2024 00:00,67.2,kWh
30/05/2024 00:30,68,kWh
30/05/2024 01:00,69.6,kWh
30/05/2024 01:30,68.6,kWh
30/05/2024 02:00,68.8,kWh
30/05/2024 02:30,68.4,kWh
30/05/2024 03:00,70.6,kWh
30/05/2024 03:30,69.8,kWh
30/05/2024 04:00,80.4,kWh
30/05/2024 04:30,84,kWh
30/05/2024 05:00,79,kWh
30/05/2024 05:30,78.8,kWh
30/05/2024 06:00,79.6,kWh
30/05/2024 06:30,82.2,kWh
30/05/2024 07:00,86.6,kWh
30/05/2024 07:30,118.2,kWh
30/05/2024 08:00,127.2,kWh
30/05/2024 08:30,126.2,kWh
30/05/2024 09:00,125.2,kWh
30/05/2024 09:30,123.6,kWh
30/05/2024 10:00,124.6,kWh
30/05/2024 10:30,119.2,kWh
30/05/2024 11:00,115.8,kWh
30/05/2024 11:30,118.2,kWh
30/05/2024 12:00,114,kWh
30/05/2024 12:30,115.8,kWh
30/05/2024 13:00,118.2,kWh
30/05/2024 13:30,114.6,kWh
30/05/2024 14:00,104.8,kWh
30/05/2024 14:30,107.6,kWh
30/05/2024 15:00,105.6,kWh
30/05/2024 15:30,96.8,kWh
30/05/2024 16:00,96,kWh
30/05/2024 16:30,92.6,kWh
30/05/2024 17:00,88.4,kWh
30/05/2024 17:30,78.2,kWh
30/05/2024 18:00,76.8,kWh
30/05/2024 18:30,76.6,kWh
30/05/2024 19:00,77.4,kWh
30/05/2024 19:30,70.8,kWh
30/05/2024 20:00,72.6,kWh
30/05/2024 20:30,65.8,kWh
30/05/2024 21:00,67.4,kWh
30/05/2024 21:30,67.8,kWh
30/05/2024 22:00,68,kWh
30/05/2024 22:30,65.8,kWh
30/05/2024 23:00,66,kWh
30/05/2024 23:30,65.2,kWh
31/05/2024 00:00,66.8,kWh
31/05/2024 00:30,68.2,kWh
31/05/2024 01:00,69.4,kWh
31/05/2024 01:30,69.4,kWh
31/05/2024 02:00,72,kWh
31/05/2024 02:30,71.2,kWh
31/05/2024 03:00,71.2,kWh
31/05/2024 03:30,73.6,kWh
31/05/2024 04:00,84.598,kWh
31/05/2024 04:30,84.8,kWh
31/05/2024 05:00,81.8,kWh
31/05/2024 05:30,81.6,kWh
31/05/2024 06:00,82.6,kWh
31/05/2024 06:30,86.2,kWh
31/05/2024 07:00,90.2,kWh
31/05/2024 07:30,107,kWh
31/05/2024 08:00,115,kWh
31/05/2024 08:30,120.2,kWh
31/05/2024 09:00,128.4,kWh
31/05/2024 09:30,118.6,kWh
31/05/2024 10:00,113.2,kWh
31/05/2024 10:30,101.6,kWh
31/05/2024 11:00,102.4,kWh
31/05/2024 11:30,108.6,kWh
31/05/2024 12:00,110.2,kWh
31/05/2024 12:30,108.4,kWh
31/05/2024 13:00,104.6,kWh
31/05/2024 13:30,105.4,kWh
31/05/2024 14:00,105.8,kWh
31/05/2024 14:30,106.2,kWh
31/05/2024 15:00,107.4,kWh
31/05/2024 15:30,97.4,kWh
31/05/2024 16:00,88.4,kWh
31/05/2024 16:30,77,kWh
31/05/2024 17:00,74.4,kWh
31/05/2024 17:30,76.4,kWh
31/05/2024 18:00,72.6,kWh
31/05/2024 18:30,68.6,kWh
31/05/2024 19:00,69.2,kWh
31/05/2024 19:30,68.8,kWh
31/05/2024 20:00,68.4,kWh
31/05/2024 20:30,66.6,kWh
31/05/2024 21:00,70.6,kWh
31/05/2024 21:30,68.2,kWh
31/05/2024 22:00,67,kWh
31/05/2024 22:30,65.8,kWh
31/05/2024 23:00,65.2,kWh
31/05/2024 23:30,65.6,kWh
01/06/2024 00:00,66.6,kWh
01/06/2024 00:30,71.4,kWh
01/06/2024 01:00,72.2,kWh
01/06/2024 01:30,73.8,kWh
01/06/2024 02:00,74.2,kWh
01/06/2024 02:30,77,kWh
01/06/2024 03:00,76.2,kWh
01/06/2024 03:30,76.8,kWh
01/06/2024 04:00,77.2,kWh
01/06/2024 04:30,77.4,kWh
01/06/2024 05:00,79.4,kWh
01/06/2024 05:30,79.2,kWh
01/06/2024 06:00,77.2,kWh
01/06/2024 06:30,72.6,kWh
01/06/2024 07:00,73.8,kWh
01/06/2024 07:30,73.4,kWh
01/06/2024 08:00,72.6,kWh
01/06/2024 08:30,75,kWh
01/06/2024 09:00,74.4,kWh
01/06/2024 09:30,72.4,kWh
01/06/2024 10:00,73.8,kWh
01/06/2024 10:30,70.4,kWh
01/06/2024 11:00,71.2,kWh
01/06/2024 11:30,71.2,kWh
01/06/2024 12:00,71.2,kWh
01/06/2024 12:30,69.4,kWh
01/06/2024 13:00,70.6,kWh
01/06/2024 13:30,70,kWh
01/06/2024 14:00,70.2,kWh
01/06/2024 14:30,70.2,kWh
01/06/2024 15:00,69.8,kWh
01/06/2024 15:30,69.6,kWh
01/06/2024 16:00,69.2,kWh
01/06/2024 16:30,69.8,kWh
01/06/2024 17:00,70.4,kWh
01/06/2024 17:30,69.4,kWh
01/06/2024 18:00,70,kWh
01/06/2024 18:30,69,kWh
01/06/2024 19:00,69.6,kWh
01/06/2024 19:30,68.6,kWh
01/06/2024 20:00,68,kWh
01/06/2024 20:30,66.4,kWh
01/06/2024 21:00,69.6,kWh
01/06/2024 21:30,72,kWh
01/06/2024 22:00,70.4,kWh
01/06/2024 22:30,69.2,kWh
01/06/2024 23:00,69.6,kWh
01/06/2024 23:30,69.6,kWh
02/06/2024 00:00,69.8,kWh
02/06/2024 00:30,74.2,kWh
02/06/2024 01:00,74.6,kWh
02/06/2024 01:30,75.8,kWh
02/06/2024 02:00,76.4,kWh
02/06/2024 02:30,76.2,kWh
02/06/2024 03:00,73.8,kWh
02/06/2024 03:30,77.6,kWh
02/06/2024 04:00,77.2,kWh
02/06/2024 04:30,76.8,kWh
02/06/2024 05:00,78,kWh
02/06/2024 05:30,79.6,kWh
02/06/2024 06:00,77.8,kWh
02/06/2024 06:30,72,kWh
02/06/2024 07:00,73.4,kWh
02/06/2024 07:30,72.6,kWh
02/06/2024 08:00,73,kWh
02/06/2024 08:30,74.6,kWh
02/06/2024 09:00,73.8,kWh
02/06/2024 09:30,72.2,kWh
02/06/2024 10:00,72.6,kWh
02/06/2024 10:30,71.2,kWh
02/06/2024 11:00,69.4,kWh
02/06/2024 11:30,68.6,kWh
02/06/2024 12:00,68.6,kWh
02/06/2024 12:30,67.2,kWh
02/06/2024 13:00,65.8,kWh
02/06/2024 13:30,67,kWh
02/06/2024 14:00,66.2,kWh
02/06/2024 14:30,66.4,kWh
02/06/2024 15:00,66,kWh
02/06/2024 15:30,66.2,kWh
02/06/2024 16:00,67.4,kWh
02/06/2024 16:30,67.2,kWh
02/06/2024 17:00,67.8,kWh
02/06/2024 17:30,68.6,kWh
02/06/2024 18:00,68.6,kWh
02/06/2024 18:30,69.2,kWh
02/06/2024 19:00,70.4,kWh
02/06/2024 19:30,68.2,kWh
02/06/2024 20:00,69,kWh
02/06/2024 20:30,67,kWh
02/06/2024 21:00,68.4,kWh
02/06/2024 21:30,69.8,kWh
02/06/2024 22:00,68.4,kWh
02/06/2024 22:30,68.4,kWh
02/06/2024 23:00,67,kWh
02/06/2024 23:30,67.4,kWh
03/06/2024 00:00,68.2,kWh
03/06/2024 00:30,69.4,kWh
03/06/2024 01:00,68.4,kWh
03/06/2024 01:30,70.4,kWh
03/06/2024 02:00,71.6,kWh
03/06/2024 02:30,71,kWh
03/06/2024 03:00,73.6,kWh
03/06/2024 03:30,71.4,kWh
03/06/2024 04:00,79.4,kWh
03/06/2024 04:30,82.8,kWh
03/06/2024 05:00,82,kWh
03/06/2024 05:30,80.4,kWh
03/06/2024 06:00,80,kWh
03/06/2024 06:30,84.8,kWh
03/06/2024 07:00,94.2,kWh
03/06/2024 07:30,120.6,kWh
03/06/2024 08:00,118,kWh
03/06/2024 08:30,110.8,kWh
03/06/2024 09:00,118.2,kWh
03/06/2024 09:30,118.6,kWh
03/06/2024 10:00,117,kWh
03/06/2024 10:30,110,kWh
03/06/2024 11:00,101.8,kWh
03/06/2024 11:30,118,kWh
03/06/2024 12:00,116.6,kWh
03/06/2024 12:30,115,kWh
03/06/2024 13:00,115.2,kWh
03/06/2024 13:30,112.6,kWh
03/06/2024 14:00,117,kWh
03/06/2024 14:30,103.6,kWh
03/06/2024 15:00,103.8,kWh
03/06/2024 15:30,101.8,kWh
03/06/2024 16:00,99.6,kWh
03/06/2024 16:30,100.6,kWh
03/06/2024 17:00,100.4,kWh
03/06/2024 17:30,89.4,kWh
03/06/2024 18:00,74.6,kWh
03/06/2024 18:30,78,kWh
03/06/2024 19:00,75.2,kWh
03/06/2024 19:30,69.8,kWh
03/06/2024 20:00,65.4,kWh
03/06/2024 20:30,69,kWh
03/06/2024 21:00,66.6,kWh
03/06/2024 21:30,67.6,kWh
03/06/2024 22:00,66.6,kWh
03/06/2024 22:30,66,kWh
03/06/2024 23:00,65.8,kWh
03/06/2024 23:30,65.8,kWh
04/06/2024 00:00,66.2,kWh
04/06/2024 00:30,68.6,kWh
04/06/2024 01:00,67.6,kWh
04/06/2024 01:30,69.6,kWh
04/06/2024 02:00,70,kWh
04/06/2024 02:30,70.2,kWh
04/06/2024 03:00,71.2,kWh
04/06/2024 03:30,70.2,kWh
04/06/2024 04:00,77,kWh
04/06/2024 04:30,84,kWh
04/06/2024 05:00,78.8,kWh
04/06/2024 05:30,80.2,kWh
04/06/2024 06:00,77.8,kWh
04/06/2024 06:30,82.6,kWh
04/06/2024 07:00,87.4,kWh
04/06/2024 07:30,103.4,kWh
04/06/2024 08:00,108,kWh
04/06/2024 08:30,112.4,kWh
04/06/2024 09:00,124.4,kWh
04/06/2024 09:30,121,kWh
04/06/2024 10:00,105.4,kWh
04/06/2024 10:30,104,kWh
04/06/2024 11:00,107,kWh
04/06/2024 11:30,108.8,kWh
04/06/2024 12:00,108.6,kWh
04/06/2024 12:30,107.6,kWh
04/06/2024 13:00,108.2,kWh
04/06/2024 13:30,112,kWh
04/06/2024 14:00,112,kWh
04/06/2024 14:30,112.4,kWh
04/06/2024 15:00,107,kWh
04/06/2024 15:30,100.8,kWh
04/06/2024 16:00,95.8,kWh
04/06/2024 16:30,97.2,kWh
04/06/2024 17:00,90.8,kWh
04/06/2024 17:30,81.4,kWh
04/06/2024 18:00,82,kWh
04/06/2024 18:30,79.8,kWh
04/06/2024 19:00,77.6,kWh
04/06/2024 19:30,69.6,kWh
04/06/2024 20:00,69.2,kWh
04/06/2024 20:30,69.4,kWh
04/06/2024 21:00,68.8,kWh
04/06/2024 21:30,68.4,kWh
04/06/2024 22:00,69,kWh
04/06/2024 22:30,68.2,kWh
04/06/2024 23:00,67.6,kWh
04/06/2024 23:30,67,kWh
05/06/2024 00:00,68.2,kWh
05/06/2024 00:30,71.8,kWh
05/06/2024 01:00,72.4,kWh
05/06/2024 01:30,73.8,kWh
05/06/2024 02:00,74.8,kWh
05/06/2024 02:30,76.4,kWh
05/06/2024 03:00,78.8,kWh
05/06/2024 03:30,85.6,kWh
05/06/2024 04:00,92.4,kWh
05/06/2024 04:30,91.8,kWh
05/06/2024 05:00,92,kWh
05/06/2024 05:30,92.2,kWh
05/06/2024 06:00,93.4,kWh
05/06/2024 06:30,91.8,kWh
05/06/2024 07:00,101.4,kWh
05/06/2024 07:30,132.6,kWh
05/06/2024 08:00,129.8,kWh
05/06/2024 08:30,129,kWh
05/06/2024 09:00,124.8,kWh
05/06/2024 09:30,129.2,kWh
05/06/2024 10:00,128.8,kWh
05/06/2024 10:30,122,kWh
05/06/2024 11:00,121.2,kWh
05/06/2024 11:30,119.4,kWh
05/06/2024 12:00,119.2,kWh
05/06/2024 12:30,122,kWh
05/06/2024 13:00,121,kWh
05/06/2024 13:30,119.4,kWh
05/06/2024 14:00,121.2,kWh
05/06/2024 14:30,116.6,kWh
05/06/2024 15:00,121,kWh
05/06/2024 15:30,119.6,kWh
05/06/2024 16:00,120.2,kWh
05/06/2024 16:30,116.8,kWh
05/06/2024 17:00,119.4,kWh
05/06/2024 17:30,109.4,kWh
05/06/2024 18:00,98.2,kWh
05/06/2024 18:30,89.2,kWh
05/06/2024 19:00,81.2,kWh
05/06/2024 19:30,75.2,kWh
05/06/2024 20:00,70.2,kWh
05/06/2024 20:30,70.2,kWh
05/06/2024 21:00,68.4,kWh
05/06/2024 21:30,69.4,kWh
05/06/2024 22:00,68.2,kWh
05/06/2024 22:30,68.2,kWh
05/06/2024 23:00,67.4,kWh
05/06/2024 23:30,66.6,kWh
06/06/2024 00:00,67.2,kWh
06/06/2024 00:30,69.4,kWh
06/06/2024 01:00,69.8,kWh
06/06/2024 01:30,70,kWh
06/06/2024 02:00,69,kWh
06/06/2024 02:30,69,kWh
06/06/2024 03:00,70.6,kWh
06/06/2024 03:30,73.8,kWh
06/06/2024 04:00,82.4,kWh
06/06/2024 04:30,84,kWh
06/06/2024 05:00,82.2,kWh
06/06/2024 05:30,82,kWh
06/06/2024 06:00,82.2,kWh
06/06/2024 06:30,83.8,kWh
06/06/2024 07:00,91.2,kWh
06/06/2024 07:30,126,kWh
06/06/2024 08:00,125.8,kWh
06/06/2024 08:30,123.4,kWh
06/06/2024 09:00,129,kWh
06/06/2024 09:30,130.2,kWh
